upload_id,transcriptions
466,how are we doing with the cove at crisis well for starters we have each other my wife sue if 23 years my son Mills who says 17 going on no actually he is rebelling still but not as much as he used to and and we're fine we're we're here in New York City we we have each other we have enough food in the fridge and I still have a job which is more thanturn off 25 million Americans can say right now maybe even more than that that's just to apply for unemployment what about all those people that couldn't write that have jobs where you don't get paid on the books on so it's probably more like I don't know 30 35 40 million people right now who are wondering how to put it together so so we're fine but but there's been an emotional toll for sure a psychic Mills actually is probably doing the best of all of us he prefers going to school on his computer he prefers interacting with the world Visa be the reason to be the protection of a computer I guess because it makes me feel saferand I don't know maybe for my wife it's not that much different because some she was she's freelancing she was out of it didn't have any gigs for the last little while so so for her this is kind of maybe with the exception of having a mask up and do you know if he will be all careful when you go out or whatever and limit your time's going out I've made a huge transition I teach in a public school out in Jamaica Queens 3500 kids theater teacher all my classes are super physical right acting building sets dark as well so this is also something that's really hard to do online especially when our population struggles with them maybe having the resources to have the technology at home or the connections to the internet if they have those they're often sharing them amongst a lot of people their space compromise their food compromised you know there's there's just a lot of issues I think right now I'm having about 50 to 75% lion with regard to my online lessons I've been focusing most of mine around how do you feel about this like what you guys are doing right now with this basically I'm having my kids right about that free videos about it flipgrid that site for Education where you allow kids to make videos back and forth with each other and end for me to make videos for that like that's ever been a really pretty good thing for some of my students yeah I think a lot of my peers are struggling as well to to be relevant and to be helpful in this time and I did fulfill our mission right which is to educate these kids to a standard National Standard that's Based on data and numbers and Mastery of standardized tests which in and of itself as a whole bailiwick of problems that's not the right word as a Wrath of issues that I that I could bring up about it but you know in the end we're really just trying to do the same thing we've always done was get kids to think critically on Fit Kids to believe in themselves get kids to solve problems and get to trust their own experience as their best teacher and to prepare them to go out into the world and make their way so sorry I'm trying that but it's really hard poetry is helped me a lot I know that sounds really stupid but I wrote a poem for NPR you could check it out it's called the row row on WNYC play that are on the are a couple days ago as part of their National poetry month thing the theme was calls out what a difference a month makes I guess that's all. Thank you for doing this
467,good morning my name is Danielle Washington and I want to speak a little bit about this coronavirus pandemic that we're going through my frustrations about the situation is that two girls graduating this year one from high school and one from a grave and they both work so hard you know get to the point where it was time for graduation and dances and Proms and this would be the last time you seen if friends and it just hurts me to see them her and I really would love for them to house. So specially my daughter and I school to have that experience so the big problem and you know going away to school and meeting new friends it's just it's so hard it it just that it bothers me a lot my hopes for the situation is that I really would love put the to add and they will find a cure and you know people would stop dying them that's like one of my feels like you don't like I see every time I go out that on no efforts let me back up alright I suffer with anxiety really bad so little all it is that's going on when I go out I have to prepare the day I go out days in advance I have to do a routine of putting on certain clothes and you know and gloves and in the back as you know but other things that I feel like it's going to protect you and then wants to know that Mom can I have a list I get everything on the list and then when I get back in the house or so I kept at Audis on panic and I'm like washing my hands constantly I'm wiping the door knobs down up my daughter goes and then besides me having anxiety with me going out my daughter goes working and she comes in I'm like oh my goodness anything that she touches before after before she gets in the shower and wiping it down at like it's becoming too much for me from anxiety and I do have a therapist and I speak to her my therapist wants sometimes twice a week which helps me get through the things that I need to get through but yeah that's like what's been helping me and my family get through you know this crisis and some I have four kids in my home and they just 13 14 17 and 21 and up we will close I have a 27 year old Canon T's in Atlanta excuse me he's in a latitude in his master's degree and he actually was supposed to graduate May 5th and it's been canceled on my forgot about his graduation while I try to do that but yeah he's Eagle of frustrated I'm a little frustrated but we speak everyday and I give him a call with your words you know and it helps him and helps me to hear him to see him make sure he's healthy make sure he's doing fine and all the kids that are ahead of 13 14 17 and 21 we've been like we used to have movie night at least once a month you know the kids get their friends are busy and I have things to do and I have things to do what we make commitment at least once a month to sit and watch a movie together will last changed into once a week and it's bring us closer with talkin momoland he's helping us as a family actually is bringing us closer to the Mets of this crisis like it really has brought me and my children really close so you know and I think that's all I have to say thank you for allowing me to share my frustration Fizz hopes and my thoughts about the crisis thank you
467,"I have been blessed to work from home so we have gotten used to being thabkful for that. Being at home all the time has caused us to grow more fruatrated with each other, and even the house is starting to break down with the non stop occupying. 
Even theough all these challanges we have also shown a strong need to communicate in ways that never happened before. Saying thing like this is how I understood what you said is common place and it is doing wonders for the family. 
We all have a secret fear of what is going to be when thing open back up and how we will have to act but knowing now the strength we have together I hope tjat will continue even when we move outside back into the world.
Stay strong and try to look at things from the other point of view. It helps no matter what you say.
Stay healthy, be well, and for all those suffering feel inner peace and I hope you will find joy some day."
468,hi I'm supposed to be recording my fears frustrations and needs right now as well as what's been helping get through this crisis it's April 27th my grandmother died of the virus exactly a week ago from today time she was quite old and not well but not being able to be with her at the end or hold her hand could really see us so we would talk to her and hold her hands so she could find us find our voices instead she was alone in a dark room for the last month 6 weeks whatever it was really six seven weeks of her life alone in a room and then she got sick or she tested positive luckily she never got incredibly sick so there is a blessing in that she was just frail and old the weekend of a funeral luckily my children did get to very quickly going to the funeral parlor and Say Goodbye during her virtual week so they at least can kind of understand some of what was happening but it's definitely not anything you'd ever expect not to be able to like Barry the people you love no matter what how much is time in okay and you've made peace with a long beautiful life can't bury them you can't have a funeral can't go to church so I don't really know I have so many fears about my children not exercising not moving not going outside it's been raining for weeks it's freezing by New York City so cold and wet and gross it's really draining EXO many fears about their health and their activity of their brains because they're not getting activity their brains on those machines of games in the machines all day so frustrated with my spouse never ending fighting never-ending fighting I can't keep up with anything I am always kind I say I'm failing quarantine apparently I'm not supposed to say I stale quarantine how can you fail like there are no rules but it really feels like I'm doing it all worse than other people so that stinks I don't like getting F's on her report card so I don't know I have some friends so I would that I get a lot of laughter from there helping a blessing has been connecting with people who I haven't seen in years or talked to in a regular basis and now like fight we have the time and we have the motivation and it's like actually like the most fun is having Zoom calls with them and FaceTime chats so that that has been special that has been an interesting blessing and unexpected silver lining and I don't really know what else I don't know what my needs are I don't know I saw that everyday feels like a full are my little one asked the other day he said what day is it said Tuesday said Mama are there even such things as Fridays anymore and I said I don't even know if it's like I don't even know it's very young it's a very unknown time and both my two oldest kids will have their birthdays in quarantine next week they're kind of big I mean their kids but they're still bigger Milestone birthdays and it stinks really stinks and I have fear that no one will come up for their show up for their car parade and no one will care and they don't like they have they don't have very strong friend bonds tonight
470,hi I'd like to share my thoughts on the coronavirus situation and my fears are that you know it's taking a toll on this family mentally especially for my 14 year old and my 16 year old that they don't have the socialization that they used to while they were in school and it's depressing on the other hand it is bringing my family closer together I hope that they find a vaccination I hope they find a cure I hope that it stops spreading and I hope that we can open up the economy as soon as possible and get back to our normal life I really want to know get out what's happening next month the fear is the unknown and how everyday we have no answers but I am hopeful and the kids are hopeful and we are healthy so that does keep me motivated exercise keeps me motivated and encouraging the children to follow a routine helps in the situation thank you
475,hi I just wanted to share a little bit about some of my thoughts and feelings as a special needs parent during this time of quarantine and the covid-19 and IMAX so my oldest son is 10 and he has ADHD and three learning disabilities and is gifted and his school is has been up and running with e-learning pretty quickly since the quarantine started and my youngest son is 5 he is on the autism spectrum and he is in preschool and they are also offering e-learning I'm as well and so it has been a challenge temperature with both of them I'm also working from home and my husband is out of work and home kind of being the person to help with our kids and their school while I'm working so that we are all working together as a family to help her kids be successful I think for me one of the biggest things that has been a challenge isour younger son for sure he doesn't really like school to begin with has never really been a fan of going and so it's already been a challenge to get him to go but at least he was going and he was able to participate and most of the activities at school now that he's been home he has no interest in learning at all and for him School happens at school and play happy and it has been very difficult to make that transition for him my husband I've really been trying pretty hard everyday to get him to watch the videos that are being sent from high school and do the activities that are being sent and he doesn't have any interest in doing them and we've tried a handful of different strategies including visual schedules and person and reinforcers and I'm just picking their activities a little bit but it's not going so well so we're now I'm kind of starting over and thinking of Plan D I thinkwhich I think is probably going to consist of not doing any school activities from his school but just trying to do some of our own novel activities that he's not done before I'm hoping maybe that will help just to kind of keep the learning going but it's definitely been a challenge she's also super fixated on certain things and there's no distracting him they're all stuck in the house and there's nowhere to go and it's just been very very challenging so my older son has been a little less challenging but still challenges there too we just don't have the ability for one of us to sit with him one-on-one all day so we're kind of relying on his own concentration power and attention he thankfully does something's better on the computer which is good but he also gets distracted really easily and it's it's just been hard so he's not getting everything done that he needs to I'm only getting some of it soI'm grateful there's a lot of really thankful for that our school is providing opportunities for learning there's just a lot of pressure on us as parents while we're also trying to work maintain a household you know it make sure we have groceries and pay the bills and there's just a lot of pressure it's really stressful it's been a huge huge transition and you know I know there's a lot of things that are kind of going I'm done in terms of learning there's a lot of things that they're not doing that I really wish they were but I also find comfort in knowing that we're not alone. There's a lot of other people out there in the same boat people with neurotypical children and people with neurodiverse children that are may be struggling a little bit more so it's just helpful to know that we are experiencing this not in isolation even though we feel like we're in isolation and I hope that we will be able to recover and their children will be able to recover this last time in the floss killbut I'm sure we would really benefit from support I really I am providing Therapy Services cuz I'm a therapist electronically and I really wish that I had someone took to be that person for us because I feel like that would be really helpful but our service providers for our children are not able to provide that quite as much special for my youngest son during this time so anyways that's my thoughts and feelings I hope this helps thanks for giving me a platform to share our at my thoughts and yeah I want to thank you child MIND Institute for everything that you've done my oldest son has participated in your study and it was just a really positive experience for us thanks for your videos that are putting out the LA and just thanks for being there so thanks everyone teacher
476,"hi I guess this is recording now I'm happy to provide a small audio and enter participate more if that would help I have a 15 year old you wonderful kid she was already in cyber school when this started so we were fortunate in that she didn't have to make a significant change to her academics but heard a program that she went to she's in a pre-professional ballet program that's where she socializes that's where she gets her energy out for her ADHD that helps regulate her her schedule is extremely important to her staying healthy and this is really thrownher for a loop her and her friends they've been really adaptive and resilient because that night they get on with one another on house-party or one of those other social media hate me also use Snapchat of course in Instagram but the kids are really having a good time because she had a strong base in the strong network of friends and then they even expand that wall they have been in quarantine but just I know it's been a struggle for her it's not the same in addition she has a bunch of physical health problems so last year she was out for almost the entire school year having surgeries and recovering and so she lost her ninth-grade year and this is her 10th grade year and it seems to her and I would feel the same that is completely unfair that two years in a row her life was taken away from her she can't participate the way she wants to it's been also tough to manage a professional ballerina who goes from training 30 hours a week hard hard hard hard with extremely demanding teachers and and and inability to do it to nothing cuz they she can work in the homes you can work on our technique she doesn't absolutely amazing job motivating herself to do those things it's not the same as in person and just the other day about 2 days ago she really communicated that she was just sad little pure sadness that she was not going to go back to school and see and not having end of the year and I think that's related just to this year I don't even know if it's compounded by last year just she was having such a great life great time and to take to go from having like the time of your life living your fullest life as they say really doing is hard work and good work and good academic work and then having it all taken away from you that that is a trauma we during these ages we want them to learn if you work hard you put your all in your for your effort in your rewarded by the outcome that's consistent with the work that you put into it and so what they're learning is that isn't true there's a disconnect between you know I was going along doing what was a developmentally expected of me above and beyond for some of them and all of a sudden it could be taken away so I think that and in terms of rebuilding for the kids and we're starting at home now is to really even work from a trauma-informed perspective, developmental psychologists and I'm just thinking what we need to do is teach them to reconnect with her sense of agency to reconnect with their sense of control to help them kind of accelerate their identity process will they have this time to look inward think of who they are so that they have that strength to take with them when they come out of this is definitely a very difficult time and I don't think that parents have the time to deal with all of this right now and unfortunately you know it's the time when teenagers need their space very healthy space and to be in the pier world so that they can develop but they're with their parents and it's not that they don't love their parents just that they need to find out who they are separate from their parents so it's a very odd time she asks in all earnestness you know please predict when I think"
477,"I have anxiety about every sneeze, scratchy throat, or stuffy nose I have. I know in reality it’s my allergies but I lay awake at night thinking “what if this is it? What if I have the virus? What if I give it to my husband and children, and my 86 year old mom?” I am frustrated that there is so much schoolwork for these kids that are already having a hard time dealing with their normal routine being so abruptly ripped away and their social nature being deprived. I understand they have to learn, I just wish their could be more enjoyment and spontaneity in it with less structure. A lot of us have unhappy homes right now trying to teach them, work from home, keep some sort of organization in our homes, and keep our own depression and anxiety at bay. I have a text group with my mom friends where we vent, A LOT. I try to exercise to keep the stress level down, and I have a wonderful spouse to talk to. I also do virtual meetings with my therapist once every couple weeks to talk, which is really helpful. We try to have fun with the kids by having family movie night, hang in the yard, have fires and roast marshmallows, ride bikes/fly kites, and go for walks. I wish we could do it more during the week but there’s too much schoolwork."
481,"I had been struggling with lots amount of stress because of all the homework and classes which we must take part of. I feel like I have no free time for myself like doing exercise, singing, painting or even to have a nice and chill talk with my family. It's sad because I know we try to live as normal as usual (as a society I mean) even with the coronavirus situation but I also feel like teachers and my school doesn't understand that WE HAVE A LIFE also.
On the other hand, I have been dealing with some changes in my eating habits, like I don't eat too much because I don't have time to exercise so I am not able to burn the food I eat.  That's why I had ate less than what I normally would have been eaten if we were in the ""reality"".
In the case of my mental health, I had felt like the days are just the same, I make the same everyday, with the same problems and no solution, the same problem with my ""new"" eating habits, it's the right amount of food what I am eating?, it's too much, too little? Is my mom going to tell me what I eat less than usual... again??
I feel like I have no power in my days now, like this situation has gain the right to control my life and I can't do anything to make things right een when I know things are bad."
484,hi my name is Jacqueline Reza and I'm here to share my thoughts so today is April 27th and you just found out that the stay-at-home is going to be extended past May 15th and as I'm recording this I can hear outside at 7 everybody cheering on our essential workers are our doctors and nurses and grocery store workers and everybody that's got to go to work and how appreciated that they are at this point in time I've settled into staying home life my life the pace of my life has slowed down considerably and I'm actually not as worried as I was in the beginning we have sound of a good routine here at home our son is taken to learning online pretty well as long as we stay on top of themit's nice having all of us at home together since prior to this we really didn't see one another all that much except that night and you know on the weekends usually I was running around food shopping and stuff so currently I'm not that worried and I think that our son is feeling a little bit better he's probably more annoyed than haven't you know having us around as much as we are so he doesn't have quite so much alone timeanyway I'll come back and record more as time goes by adjust if I had any sort of here right now it just ECR us losing my job because I work in Real Estate Management and are tenants there don't have any money coming in because their businesses are not open so that affect our bottom line so we'll see where we are in a month that's it for now
484,"What are my students thinking about this pandemic? They don't say much. They express barely anything. Maybe it's easier for them to adapt to these circumstances. Maybe they suffer a lot. I wish I knew. Can they even comprehend what is happening? What will be the long-term effect? Will this make them selfish and cold and disrespectful to elderly? Or will this create better kids, better youth and an amazingly beautiful generation?"
485,in a way it's been a little easier with Corona and there not being any school because there isn't that pressure to get my son ready in the morning to the bus when she was never able to do on the mornings were like with a challenging could not get him to complete any tasks like getting dressed and eating breakfast and you know in the amount of time that was needed time to make it to the school bus so that has been used and school wasn't so easy for him in terms of socializing so you know
485,"Schools are still closed. This has been way too long for children to be home. Nowhere in media is it talked about how this prolonged absence from being in school affect students' well being. It almost feels like a surreal experiment. I am not so worried about lesrning. More so about social skills, fidgeting combined with ability to focus, and physical health. Some learning like basic skills and reading comprehension can be taught effectively remotely."
487,"It's incredibly stressful to know that we may not know for some time how this is affecting our children.  While it's fortunate that we live in a time where they can engage with friends using technology, it's not the same."
492,hi this is Lori real the Trap and my husband trap I am we're going to share some of our fears frustrations and needs right now as well as what has been helping us get through this crisis we are doing very well probably better than most and we're very blessed here what gets us through was Rd faith in God and our ability to help our family and others we are up financially solvent I work for the Department of Ed for 33 years and I'm getting a very good tension and now I will be receiving Social Security as I am 62 and my children will also be getting Social Security my husband receive Social Security and he also works teaching music I'm a licensed mental health counselor and I also do some counseling online and I also I'm up holistic entrepreneur night pursuing that increasing my business so we have you know we're in a really good position we know a lot about how's the wellness and we apply that to our own lives with lead as healthy as possible with high vibrational products and sell patches the kids take Vitamin C everyday we make sure we make sure they get out every day in the backyard we stay balanced which means they've been going to bed very very late but we've been vaping sleeping in so they've been getting the rest of the biggest fear would probably be probably share with the unknown or that one of our extended family members get sick we have several working on the front lines the frustration is what would you say this frustration is Carl what you say you may be for me going to the store and not being able to go about as as I like to you know things aren't available but we're pretty resourceful we don't need that much that's what we know we don't need so we're okay and we're also pretty self-reliance so we're doing all right we're doing all right. Two people so you know I try not to drink the Kool-Aid and buy into this year wishing and guidelines but not living that see if we don't listen to We don't watch the movie the newest a lot every other day I'm not sure how flip the stop button okay bye for now thank you
492,"Lonely, worried, disconnected"
497,hi been a little bit difficult being home and my child you know being a teenager
498,the Seahawks and feelings well my family is here my wife Sue and my son Mills who 17 and he's probably the least affected by the crisis of all of us might each public school so I'm making that transition to teaching here this way I'm trying to connect with all my high needs students out in a very crowded Public School in in Jamaica Queens a Title 1 school where everybody's broke half of my kids can't get on the internet and the other half that can are struggling to self-regulate to to modulate took to do the work that they need to do to learn but we're okay we're healthy and we're safe and we're okay I have been having like trauma in my mind is psychologically my dreams are really weird but I try not to be too dramatic about it because you know I'm alive and we're okay I did write a poem for NYC they had a poetry contest Coldwater the theme was with cold water month I mean what a difference a month makes my poem is called the row row or what a month of difference makes for pendente of dyslexics or maybe my dad goes like this I used to argue in my mind with Elliot and his muddy line about April being the cruelest month after all don't November and February call for cold consideration but this April this calling by drowning in your own blood April this viral dying alone April this false flattening April uncured and uncover this invisible droplet murderer this isolation at all cost killing a dozen eggs the nice lady at the grocery store April 6th in cracks open handed masked up month of stolen brats outside with drive-thru trucks testing Behind Bars and I've got to do that again cuz I didn't follow the text
499,"these are very nerve-racking and a present a time that have abruptly caused us to adapt to change and really take this time to spend our time with our families and do the things perhaps that we could not do due to working and Andy have to let them tend to usually have before we experience covid-19 has been some of the fears that I've had I've been guarding my children's education fearing for the chief mechanic job to extend and it has been quite difficult juggling with her home construction it and work but things gradually will and have to have to learn how to really, with our time and balance work and our children's also learning distance learning but I think some of the ways to deal with these fears are by communicating dinkleberg positive sharing your children when they're frustrated cuz it was very difficult to have a first what you started this is learning but she's come along and I think it's just a matter of patience and time that we need to have during a medical the 19 social things in my family has done and hope to cope with stressors that we're going out there to walk just making sure we wear a mask before the rules we have to be very conscientious of these times that we have to be mindful example of wearing a mask wash your hands constantly continue Norms to protect ourselves and our community specials are vulnerable and so working out your exercise of the trainee recipes cooking more with your children I have a daughter's teacher loves to cook and prepare dishes and desserts in my first grader to doesn't want to see them develop those are culinary skills and enjoy that and I've tried to even share this experience has been wonderful some of the things that we have to read it how to do a really out more fun activities in 2 starts with X Y Z with our families and their covid-19 so that's pretty much what I have to say and I just remain hopeful impatient that better things are about to happen hopefully"
503,biggest fears and worries that there's a lot of uncertainty about how we need to do this I will move out of this what will look what will normal look like after this I think that's a fair that I share for when I will have my kids and what happened to school what happened with a job that will what happened with our house and what will happen in this government I think that we have a totally in app and inadequate buffoon at the top of this and he does not has no idea what he's doing and because of that license in lost and I think that they're going to try to use this and this is a big fear of mine as a way to steal the election and try to stifle votes in and shut down voices and stillstill votes and so I think that if he keep our eyes open and make sure that we don't let this pandemic be a tool for a toy corrupt government to steal the election I think that's one of my biggest fears I think that we have to be diligent about the way that we're handling this right now known as a way to survive this was a way to prepare for other crisis in the future that wouldn't they come up we are or more prepared for what will happen cuz he will come up against the school just won't be the last time and so how we handle it now and the way that we take steps towards addressing it and handling is supporting our citizens and each other will be set a precedence for what was in the future not an important part of what happened to your so it's not just about going to beach with the governor of Florida or can't you help quickly to do get back to work can we set the steps that next time this happens to it will happen again there where she will handle more efficiency so it's not about what happens now economically or with with people jobs and with people's livelihoods and I'll tell you when this happened Who's online we have jobs that can be done from from from home we have an adequate food supply in PPE for the workers and we have all these things in place so that when it happened to do it won't it won't be a message in the Lost Society vaccine is found because I've a person when we get on the subway if there's not some type of plan in place and my back scene on sway or some type of treatment I'm going to go downtown to go to work if I go to Subway
523,"I feel like I'm drowning as a single-parent working from home. I'm not parenting the way I want while trying to juggle parenting, working, taking care of the home, and taking care of myself. I'm trying to decide if it's ethical to send my child back to childcare in my conservative state when we have people around us with compromised immune systems, but I also worry about the mental ramifications of being  isolated together. Having to choose between physical health and mental health is impossible, and I cry about it every day."
524,"Our family was just coming out of trauma from March of last year, so Covid was a continuation of crazy in our lives. My husband and I have been in counseling as a couple, and individually. We’re trying to keep our mental health at the forefront, so we can help our kids through these crazy days. It has been rough. I have a lot of anxiety on a good day, so Covid and trauma have really made things difficult. However, I’m thankful for counseling, medicine, and a community of people who know our story and are helping us through. It has been very eye-opening to learn just how many people struggle with anxiety, or how quickly we can become stuck in that emotion, when things like an epidemic come about. I’m praying we all learn to have so much more compassion for each other."
525,"My kids are doing reasonably well, but like for many of us, the effects won't be seen for some time.  They miss their friends.  Learning continues, because we're reasonably equipped to support them in this, but the lack of social interaction is incredibly stressful for them."
528,"The uncertainty is draining on us all. Will we continue to have jobs, be able to go to school, etc. When will someone we know die? It's like a constant waiting for the next shoe to drop and it's hard to be optimistic because we haven't gone through anything similar before. That said, I look for a silver lining each day -- we all DO have our health, our family, food to eat and a place to live. We are fortunate and hope our good fortune lasts."
530,play this is recording so my concerns about the coronavirus in particular or myself in my right so I'm a divorced single mother who has custody of her daughter 50% time but her father and his wife are normally we both live in Brooklyn he's Upstate so there's a lot of stress about how custody is shared and you know we're not sharing to our usual custody agreement so that has introduced a lot of stress people sort ofyou know in particular I feel like there's been some unilateral decision making about how to manage and so that in itself is introduced first and then taking care of Juliet are my daughter well she's here I feel like I can't give her the attention that she requires and deserves because I'm also working from home just left to her own devices and which is you know not horrible but she's already struggling to stay focused on school and when school is remote via the Internet and she has no one to stand over her shoulder and make sure she's engaging she doesn't and I'm worried about her academic achievement and continued development of persistent sore stick-to-itiveness I guess I'm also worried about her relationship with her peers because she can't see them in person she does do some FaceTime chats or you know plays games online with them but it's different than spending time in person and that I think what happened in fact and then ultimately I feel like this whole crisis has demonstrated the lack of commitment that American society has towards families and supporting I mean social safety nine you know so many challenges that you know I feel lucky enough to dodge many of them but it's really highlighted that for me and makes me really angry and I don't know what to do about that to it that makes it makes my patient's chart you know so it's working with Juliet it's a challenge and everything thank you
531,"As daily living of the corona virus, this arises great anxiety in the society. For me this has impacted my anxiety a lot in many different ways and the rising numbers do concern me. Please to anyone in public setting, keep your distance, ‘mask it like a boss’ and wash your hands regularly! For those (like me) who suffer from mental health issues Beyond blue is my recommendation to reach out when you need some support. I hope you are all well and safe, remember to look after your self well, practice self care strategies and be kind to the community around us. We can get this over and done with it everyone plays their part!"
533,"I am scared. I don't know what the fall will bring. My school district has put forth the choices for parents to make for their kids. I'm scared to go back to work. I'm scared about our financial stability if I don't. If I decide not to go back, I can't claim unemployment. I'm scared that if I do go back I will get sick and end up in the hospital as has happened to me before with less serious viruses. I'm worried I will unintentionally spread the virus to my family, or to the students I work with.
My students have no idea how to distance themselves. Over the last four years I've been licked, spit on, sneezed and coughed on, bit, grabbed, scratched, tackled, and the list goes on. The kids I work with are either in the SPED program or are on the radar for additional help in the classroom. Then there are the kids that need hand over hand assistance, or the kids who just need a hug or a high five. What am I supposed to do for them? I'm an adult and I am feeling the lack of physical contact with my friends. Some of the kids I've worked with desperately need hugs and cuddles.
I don't know how I will handle this fall, but I know I need to keep my family safe."
541,Stressed! My 17 year old daughter is not taking being in isolation well. Now we have been told that school will be online and that worries me because my daughter’s depression will get worse. I’m in the medical field and I have to work to survive so my daughter is home alone all day💔
543,this crisis has been difficult for everybody besides being a parent I also am a school social worker so after spending all day working with my kids school being on conferences with their parents attending meetings doing virtual counseling sessions 3:34 comes and I have to turn that off and turn on mom role because my kids my 5th grader and high school student need guidance being in the education field one of the frustrating things is that so much of the education is being done through text message or through I'm just watching the video that is nothing that can replace that interaction between the teacher and student in our kids I feel are going to be lost I'm alsoturn to that even if we don't go back this year and September rolls around once we're back in school setting and Society opened up again I'm concerned looking at history with other pandemics there's going to be another wave and we're going to be closed down again and what's going to happen to the children who lived during this. Of time and their education and their development I I feel they're just going to be so far behind with it so in many ways I I think they're going to suffer educationally I think emotionally I can't even imagine the amount of Crisis counseling when I get back to work how much PTSD we're going to start seeing so it's a scary time and none of us are quite sure how this is going to turn out once things return to normal or what that normal going to look like
544,"My child revealed at bedtime last night that he feels his life isn't going very well. He said this is because he feels very lonely and was tearful. He mentioned this a few months back but it has voiced this again. He is an only child. He has cousins nearby, one his age, but are limiting social interactions. He does talk with cousin over the phone while they play video games from time to time.

Also facing the challenge that my parent,has relapsed cancer. The new treatment has hard side effects."
545,during the shutdown and before the shutdown there's been a lot of you know hectic culture shock type feeling one of the biggest fears I feel in the community and was in my sausage job and stability right now I'm really lucky to be working from home until June 30th after that my department is closing so I don't really know what I'm going to be doing after that so that is a little scary because I've been trying to move out and gained some Financial Independence I live with my mother and and it worked out for us but we definitely need some time to ourselvesI'm some frustrations are frustrations are that you know sometimes staying at home with family is a blessing and it sometimes can also be a difficult everybody go stir-crazy after you know a few days let alone a month and this might last for more than three months or so so they're just some concerns and basically the life is on holes and usually a lot so you know there's some ups and downs but at the same time the kids really are missing being social and they're worried that they won't be able to see their friends or even go to camp this summer and do all of those things but they look forward to I am trying to do a lot of activities with the kids to keep us positive playing with the Pats and going out in the yard and taking walks I will have mass smile so that makes it feel a little safer when we do take the walks and you know trying to basically organize my life because I haven't had too much time for that my room is a lot more livable now has been for the last few years because I've been so busy with college and then work so there's some in there sometimes and I hope that everything ends up okay
546,last test of Firefox video 5 minutes Catalina Macos upload to transcript in word cloud 5 minute test what time is it 7:37 I'm not getting ready for dinner what should I wear where clothes are money okay I'm going to start the recording it over
550,this thing on hello hello low please share your feelings your fears frustrations and needs and wants and whatever else is helping you get you through this crisis your recording can be up to 5 minutes long you'll be able to save your recording for private use or share publicly but please avoid using any identifying names or information it will be transcribed by Google transcription service and you'll be able to view a word cloud created from the from the transcription we hope that you will come back and record more as a journal of your thoughts and experiences if you would prefer you can record audio or type text instead and that is that we want to capture your thoughts and feelings in a video on this wonderful website that is going to upload my 3 to 5 minute long video and you better display a really cool word cloud that I can put on my fridge later on today and I don't know how many minutes is Ben so I'm just going to hangout and in one minute we will work on something else why I wait for another 2 minutes so you want to say anything to thank everybody for today and is trying their best and working just remember we are in this together hashtag interviews today for schools in Baltimore city that something good hashtag Peach I'm glad the best word cloud ever so spend one more minute I'm going to give it another minute I just want everyone to take a second to breathe in and breathe out yeah think about things I can't think about something extinct for 4 think about something a couple minutes I'm blessed blessed blessed up I think it's probably been through up now it's been 3 minutes bye-bye
552,It's been most challenging these days trying to put everything online and also to try and engage students in different ways. It's hard as we can't see them F2F.
554,so let's see what's going on with my family during the coronavirus crisis I will say that I was started getting prepared very early as soon as I heard that this was starting to break out in Italy and you know I was really worried that was my United States so before the last week of February I made Costco runs at Wegmans multiple times got toilet paper and disinfectant and all kinds of things like that to try to really be prepared for a crisis and then basically by the 14th of March II was just like you know what we're leaving the city it was interesting because it's literally that. Is the week then that my office shut down my daughter's school closed and we came to Pennsylvania to stay with family and we've been here now for about 5 weeks I guess if you're crazy like we left the city and live somewhere totally different is kind of how it feels thankfully my in-laws in Pennsylvania have a separate carriage house that we can stay in and you know it's a little bit like glamping it's not fully you know our home but it doesn't have a working stove but bathrooms in microwave and so it's been fine and it's been great to honestly have space to let our daughter run around in and to havetwo extra people in the mix for us to share the responsibility of our two kids cuz we have a six month old and a seven year old so that's been really really helpful you know sharing meals and and just responsibilities my husband is doing distance learning for our daughter all day as well as taking care of my son you've lost all of his work which is really challenging but at least that's allowing him the time to be able to take care of the kids and while I'm working remotely like 9 hours solid today and it's kind of intense but it has at least I feel very very grateful that I have a job and that we have health insurance and that we can be away from the city and just you know kind of get fresh air if we need it outside although I'm literally locked inside kind of all day feels like and I haven't been able to like see my family more we actually have started talking my family that lives far away we've been doing Facebook chats and things like that which is really great and I don't know in some ways are a lot of positives of them out of it I hope that you know everybody starts to really think about the importance of Health Care and food security and all of that for people across the nation cuz it's so important yeah alright thanks
558,"These times have been so hard for so many reasons, but the forced closeness has been very challenging. It magnifies every problem, as the avenues of escape are very few, and even when they exist, with a kid around, taking a break just shifts the burden to the other parent. It's all zero-sum and brutal."
559,"We've been lucky. My wife and I are both still working at the same amount and pay as before, and our son has adapted really well to online learning. The pandemic hasn't directly impacted the health of our extended family, but it has made things much more difficult for our elderly (grand)parents. Their social outlets have disappeared, their doctors are much less eager to see them in person, home health aides are difficult to find and difficult to trust. Our family has gotten along with each other remarkably well being stuck in such close proximity and relative isolation for so long, but we miss seeing other people. We miss just going outside and playing in the park without masks and without setting ground rules for proximity with other families."
