Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
friendchangestress,parentcaregiver_baseline_form,,radio,"...how stressful have these changes in social relationships been for your child?


","1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely",,,,,,,,,,,,
difficultycancellations,parentcaregiver_baseline_form,,radio,"...how much has cancellation of important events (such as graduation, prom, vacation, etc.) in your child's life been difficult for your child?


","1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely",,,,,,,,,,,,
financedifficulty,parentcaregiver_baseline_form,,radio,"...to what degree have changes related to the COVID-19 crisis in your area created financial problems for your child or your child's family?


","1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely",,,,,,,,,,,,
livingdifficulty,parentcaregiver_baseline_form,,radio,"...to what degree is your child concerned about the stability of their living situation?


","1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely",,,,,,,,,,,,
foodsecurity,parentcaregiver_baseline_form,,yesno,"...did your child worry whether their food would run out because of a lack of money? 


",,,,,,,,,,,,,
hopefullyend,parentcaregiver_baseline_form,,radio,"How hopeful is your child that COVID-19 in your area will end soon?



","1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely",,,,,,,,,,,,
primarycare,parentcaregiver_baseline_form,"In the past month, has your needed to access any of the following healthcare providers or services? (check all that apply)",checkbox,Primary Care,"1, My child has not needed access to this service | 2, Yes, my child has accessed through telehealth or telemedicine | 4, Yes, my child has accessed through in-person office appointments | 5, My child needed this service but could not access it",,,,,,,,,,healthcareserviceaccess,,
psychiatry,parentcaregiver_baseline_form,,checkbox,Psychiatry,"1, My child has not needed access to this service | 2, Yes, my child has accessed through telehealth or telemedicine | 4, Yes, my child has accessed through in-person office appointments | 5, My child needed this service but could not access it",,,,,,,,,,healthcareserviceaccess,,
neurology,parentcaregiver_baseline_form,,checkbox,Neurology,"1, My child has not needed access to this service | 2, Yes, my child has accessed through telehealth or telemedicine | 4, Yes, my child has accessed through in-person office appointments | 5, My child needed this service but could not access it",,,,,,,,,,healthcareserviceaccess,,
substance,parentcaregiver_baseline_form,,checkbox,Substance use or recovery services,"1, My child has not needed access to this service | 2, Yes, my child has accessed through telehealth or telemedicine | 4, Yes, my child has accessed through in-person office appointments | 5, My child needed this service but could not access it",,,,,,,,,,healthcareserviceaccess,,
psychology,parentcaregiver_baseline_form,,checkbox,Psychology,"1, My child has not needed access to this service | 2, Yes, my child has accessed through telehealth or telemedicine | 4, Yes, my child has accessed through in-person office appointments | 5, My child needed this service but could not access it",,,,,,,,,,healthcareserviceaccess,,
other,parentcaregiver_baseline_form,,checkbox,"Other (e.g., dentist)","1, My child has not needed access to this service | 2, Yes, my child has accessed through telehealth or telemedicine | 4, Yes, my child has accessed through in-person office appointments | 5, My child needed this service but could not access it",,,,,,,,,,healthcareserviceaccess,,
pastmonthworried,parentcaregiver_baseline_form, ,descriptive,During the <u>PAST MONTH</u> how worried had your child been about:,,,,,,,,,,,,,
worriedyourself,parentcaregiver_baseline_form,,radio,...being infected?,"1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely",,,,,,,,,,,,
worriedothers,parentcaregiver_baseline_form,,radio,...friends or family being infected?,"1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely",,,,,,,,,,,,
worriedphysical,parentcaregiver_baseline_form,,radio,...their <i>physical health</i> being inﬂuenced by COVID-19?,"1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely",,,,,,,,,,,,
worriedmental,parentcaregiver_baseline_form,,radio,"...their <i>mental/emotional health</i> being inﬂuenced by COVID-19?
","1, Not at all | 2, Slightly | 3, Moderately | 4, Very | 5, Extremely",,,,,,,,,,,,
monthbehaviors,parentcaregiver_baseline_form, ,descriptive,During the <u>PAST MONTH</u>:,,,,,,,,,,,,,
priorweekdaybedtime_2,parentcaregiver_baseline_form,,radio,"...on average, what time did your child go to bed on WEEKDAYS?
","1, Before 8 pm | 2, 8 pm -10 pm | 3, 10 pm - 12 am | 4, After midnight",,,,,,,,,,,,
priorweekendbedtime_2,parentcaregiver_baseline_form,,radio,"...on average, what time did your child go to bed on WEEKENDS?
","1, Before 8 pm | 2, 8 pm -10 pm | 3, 10 pm - 12 am | 4, After midnight",,,,,,,,,,,,
hoursofsleepweekdays_2,parentcaregiver_baseline_form,,radio,"...on average, how many hours per night did your child sleep on WEEKDAYS?
","1, Fewer than 6 hours | 2, 6-8 hours | 3, 8-10 hours | 4, More than 10 hours",,,,,,,,,,,,
hoursofsleepweekends_2,parentcaregiver_baseline_form,,radio,"...on average, how many hours per night did your child sleep on WEEKENDS?
","1, Fewer than 6 hours | 2, 6-8 hours | 3, 8-10 hours | 4, More than 10 hours",,,,,,,,,,,,
troublesleeping_2,parentcaregiver_baseline_form,,radio,...how often did your child have trouble sleeping?,"1, Not at all during the past month | 2, Less than once a week | 3, Once or twice a week | 4, Three or more times a week",,,,,,,,,,,,
sleepquality_2,parentcaregiver_baseline_form,,radio,...how would you rate your child's sleep quality overall?,"1, Very good | 2, Fairly good | 3, Fairly bad | 4, Very bad",,,,,,,,,,,,
exerciseprior_2,parentcaregiver_baseline_form,,radio,"...how many days per week did your child exercise (e.g., increased heart rate, breathing) for at least 30 minutes?


","1, None | 2, 1-2 days | 3, 3-4 days | 4, 5-6 days | 5, Daily",,,,,,,,,,,,
outdoorsprior_2,parentcaregiver_baseline_form,,radio,"...how many days per week did your child spend time outdoors?


","1, None | 2, 1-2 days | 3, 3-4 days | 4, 5-6 days | 5, Daily",,,,,,,,,,,,
monthemotions,parentcaregiver_baseline_form, ,descriptive,During the <u>PAST MONTH</u>:,,,,,,,,,,,,,
priorworry_2,parentcaregiver_baseline_form,,radio,"...how worried was your child generally?


","1, Not worried at all | 2, Slightly worried | 3, Moderately worried | 4, Very worried | 5, Extremely worried",,,,,,,,,,,,
priorhappyvssad_2,parentcaregiver_baseline_form,,radio,"...how happy versus sad was your child?


","1, Very sad/depressed/unhappy | 2, Moderately sad/depressed/unhappy | 3, Neutral | 4, Moderately happy/cheerful | 5, Very happy/cheerful",,,,,,,,,,,,
priorenjoyactivities_2,parentcaregiver_baseline_form,,radio,...how much was your child been able to enjoy their usual activities? ,"1, Not at all | 2, Slightly | 3, Moderately | 4, Very much | 5, A lot",,,,,,,,,,,,
priorrelaxedvsanxious_2,parentcaregiver_baseline_form,,radio,...how relaxed versus anxious was your child?,"1, Very nervous/anxious | 2, Moderately nervous/anxious | 3, Neutral | 4, Moderately relaxed/calm | 5, Very relaxed/calm",,,,,,,,,,,,
priorfidget_2,parentcaregiver_baseline_form,,radio,...how fidgety or restless was your child?,"1, Not fidgety/restless at all | 2, Slightly fidgety/restless | 3, Moderately fidgety/restless | 4, Very fidgety/restless | 5, Extremely fidgety/restless",,,,,,,,,,,,
priorfatigue_2,parentcaregiver_baseline_form,,radio,...how fatigued or tired was your child?,"1, Not fatigued or tired at all | 2, Slightly fatigued or tired | 3, Moderately fatigued or tired | 4, Very fatigued or tired | 5, Extremely fatigued or tired",,,,,,,,,,,,
priorfocus_2,parentcaregiver_baseline_form,,radio,...how well was your child able to concentrate or focus?,"1, Very unfocused/distracted | 2, Moderately unfocused/distracted | 3, Neutral | 4, Moderately focused/attentive | 5, Very focused/attentive",,,,,,,,,,,,
priorirritable_2,parentcaregiver_baseline_form,,radio,...how irritable or easily angered was your child been?,"1, Not irritable or easily angered at all | 2, Slightly irritable or easily angered | 3, Moderately irritable or easily angered | 4, Very irritable or easily angered | 5, Extremely irritable or easily angered",,,,,,,,,,,,
priorlonely_2,parentcaregiver_baseline_form,,radio,...how lonely was your child?,"1, Not lonely at all | 2, Slightly lonely | 3, Moderately lonely | 4, Very lonely | 5, Extremely lonely",,,,,,,,,,,,
priornegthoughts_2,parentcaregiver_baseline_form,,radio,"...to what extent did your child express negative thoughts, thoughts about unpleasant experiences or things that make them feel bad?","1, Not at all | 2, Rarely | 3, Occasionally | 4, Often | 5, A lot of the time",,,,,,,,,,,,
pastmonth,parentcaregiver_baseline_form, ,descriptive,During the <u>PAST MONTH:,,,,,,,,,,,,,
emotionsinterfereschool,parentcaregiver_baseline_form,,radio,"...how much have your child's emotions, worries, or thoughts interfered with their ability to do well at school?","1, Not at all | 2, Slightly | 3, Moderately | 4, Very much | 5, Extremely",,,,,,,,,,,,
emotionsinterferefamily,parentcaregiver_baseline_form,,radio,"...how much have your child's emotions, worries, or thoughts caused problems with their ability to get along with their family?","1, Not at all | 2, Slightly | 3, Moderately | 4, Very much | 5, Extremely",,,,,,,,,,,,
emotionsinterferesocial,parentcaregiver_baseline_form,,radio,"...how much have your child's emotions, worries, or thoughts caused problems with their social life?","1, Not at all | 2, Slightly | 3, Moderately | 4, Very much | 5, Extremely",,,,,,,,,,,,
lackcompanionship,parentcaregiver_baseline_form,,radio,...how often has your child felt that they lack companionship?,"1, Never | 2, Rarely | 3, Sometimes | 4, Often",,,,,,,,,,,,
leftout,parentcaregiver_baseline_form,,radio,...how often has your child felt left out?,"1, Never | 2, Rarely | 3, Sometimes | 4, Often",,,,,,,,,,,,
isolated,parentcaregiver_baseline_form,,radio,...how often has your child felt isolated from others?,"1, Never | 2, Rarely | 3, Sometimes | 4, Often",,,,,,,,,,,,
peopletotalkto,parentcaregiver_baseline_form,,radio,...how often has your child felt that there are people they can talk to?,"1, Never | 2, Rarely | 3, Sometimes | 4, Often",,,,,,,,,,,,
peopletoturnto,parentcaregiver_baseline_form,,radio,...how often has your child felt that there are people they can turn to?,"1, Never | 2, Rarely | 3, Sometimes | 4, Often",,,,,,,,,,,,
monthmedia,parentcaregiver_baseline_form, ,descriptive,"During the <u>PAST MONTH</u>, how much time PER DAY did your child spend:",,,,,,,,,,,,,
priortvmedia_2,parentcaregiver_baseline_form,,radio,"...watching TV or digital media (e.g., Netflix, YouTube, web surfing)? 
","1, No TV or digital media | 2, Under 1 hour | 3, 1-3 hours | 4, 4-6 hours | 5, More than 6 hours",,,,,,,,,,,,
priorsocialmedia_2,parentcaregiver_baseline_form,,radio,"...using social media (e.g., Facetime, Facebook, Instagram, Snapchat, Twitter, TikTok)?
","1, No social media | 2, Under 1 hour | 3, 1-3 hours | 4, 4-6 hours | 5, More than 6 hours",,,,,,,,,,,,
socialmedialonely_2,parentcaregiver_baseline_form,,radio,How lonely vs. connected did your child feel while spending time on social media?,"1, 1 Mostly Lonely | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Mostly Connected",,,,,,[priorsocialmedia_2] = '2' or [priorsocialmedia_2] = '3' or [priorsocialmedia_2] = '4' or [priorsocialmedia_2] = '5',,,,,,
socialmediabored_2,parentcaregiver_baseline_form,,radio,How bored vs. engaged did you feel while spending time on social media?,"1, 1 Mostly Bored | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Mostly Engaged",,,,,,[priorsocialmedia_2] = '2' or [priorsocialmedia_2] = '3' or [priorsocialmedia_2] = '4' or [priorsocialmedia_2] = '5',,,,,,
priorvideogames_2,parentcaregiver_baseline_form,,radio,"...playing video games?
","1, No video games | 2, Under 1 hour | 3, 1-3 hours | 4, 4-6 hours | 5, More than 6 hours",,,,,,,,,,,,
alcohol2,parentcaregiver_baseline_form,"During the <u>PAST MONTH</u>, how often did your child use:",radio,Alcohol?,"1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
vape2,parentcaregiver_baseline_form,,radio,"Vaping products (e.g. electronic cigarettes, vape pens, e-hookah, e-cigars, e-pipes, hookah pen)?","1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
cigarettes2,parentcaregiver_baseline_form,,radio,"Cigarettes, even one or two puffs?","1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
tobacco2,parentcaregiver_baseline_form,,radio,"Other tobacco products (e.g., cigars, cigarillos, dissolvables, hookah, pipes, smokeless tobacco, waterpipe)?","1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
marijuana2,parentcaregiver_baseline_form,,radio,"Marijuana/cannabis (e.g., weed, pot, joint, blunt, pipe, bong, hashish, hash oil)?","1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
heroin2,parentcaregiver_baseline_form,,radio,Heroin?,"1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
cocaine2,parentcaregiver_baseline_form,,radio,"Cocaine, crack, amphetamine, methamphetamine, hallucinogens, or ecstasy?","1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
rxpain2,parentcaregiver_baseline_form,,radio,"Prescription pain relievers (e.g., hydrocodone, oxycodone, morphine, codeine) in any way <u>a doctor did not direct your child to use them?","1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
rxsleep2,parentcaregiver_baseline_form,,radio,"Prescription sleeping medications or sedatives/hypnotics (e.g., alprazolam, diazepam, estazolam, lorazepam, zolpidem) in any way <u>a doctor did not direct your child to use them?","1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
rxstimulants2,parentcaregiver_baseline_form,,radio,"Prescription stimulants (e.g., dextroamphetamine, dexmethylphenidate, methylphenidate) in any way <u>a doctor did not direct your child to use them?","1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
rxother2,parentcaregiver_baseline_form,,radio,Other prescription medications in any way <u>a doctor did not direct your child to use them?,"1, Not at all | 2, Rarely | 3, Once a month | 4, Several times a month | 5, Once a week | 6, Several times a week | 7, Once a day | 8, More than once a day",,,,,,,,,,substancesmonth,,
substanceproblems2,parentcaregiver_baseline_form,,yesno,Did your child's use of alcohol or other drugs cause any problems?,,,,,,,[alcohol2] = '3' or [alcohol2] = '4' or [alcohol2] = '5' or [alcohol2] = '6' or [alcohol2] = '7' or [vape2] = '3' or [vape2] = '4' or [vape2] = '5' or [vape2] = '6' or [vape2] = '7' or [vape2] = '8' or [cigarettes2] = '3' or [cigarettes2] = '4' or [cigarettes2] = '5' or [cigarettes2] = '6' or [cigarettes2] = '7' or [cigarettes2] = '8' or [tobacco2] = '3' or [tobacco2] = '4' or [tobacco2] = '5' or [tobacco2] = '6' or [tobacco2] = '7' or [tobacco2] = '8' or [marijuana2] = '3' or [marijuana2] = '4' or [marijuana2] = '5' or [marijuana2] = '6' or [marijuana2] = '7' or [marijuana2] = '8' or [heroin2] = '3' or [heroin2] = '4' or [heroin2] = '5' or [heroin2] = '6' or [heroin2] = '7' or [heroin2] = '8' or [cocaine2] = '3' or [cocaine2] = '4' or [cocaine2] = '5' or [cocaine2] = '6' or [cocaine2] = '7' or [cocaine2] = '8' or [rxpain2] = '3' or [rxpain2] = '4' or [rxpain2] = '5' or [rxpain2] = '6' or [rxpain2] = '7' or [rxpain2] = '8' or [rxsleep2] = '3' or [rxsleep2] = '4' or [rxsleep2] = '5' or [rxsleep2] = '6' or [rxsleep2] = '7' or [rxsleep2] = '8' or [rxstimulants2] = '3' or [rxstimulants2] = '4' or [rxstimulants2] = '5' or [rxstimulants2] = '6' or [rxstimulants2] = '7' or [rxstimulants2] = '8' or [rxother2] = '3' or [rxother2] = '4' or [rxother2] = '5' or [rxother2] = '6' or [rxother2] = '7' or [rxother2] = '8',,,,,,
substancecomplaint2,parentcaregiver_baseline_form,,yesno,Has anyone complained about your child's use of alcohol or other drugs?,,,,,,,[alcohol2] = '3' or [alcohol2] = '4' or [alcohol2] = '5' or [alcohol2] = '6' or [alcohol2] = '7' or [vape2] = '3' or [vape2] = '4' or [vape2] = '5' or [vape2] = '6' or [vape2] = '7' or [vape2] = '8' or [cigarettes2] = '3' or [cigarettes2] = '4' or [cigarettes2] = '5' or [cigarettes2] = '6' or [cigarettes2] = '7' or [cigarettes2] = '8' or [tobacco2] = '3' or [tobacco2] = '4' or [tobacco2] = '5' or [tobacco2] = '6' or [tobacco2] = '7' or [tobacco2] = '8' or [marijuana2] = '3' or [marijuana2] = '4' or [marijuana2] = '5' or [marijuana2] = '6' or [marijuana2] = '7' or [marijuana2] = '8' or [heroin2] = '3' or [heroin2] = '4' or [heroin2] = '5' or [heroin2] = '6' or [heroin2] = '7' or [heroin2] = '8' or [cocaine2] = '3' or [cocaine2] = '4' or [cocaine2] = '5' or [cocaine2] = '6' or [cocaine2] = '7' or [cocaine2] = '8' or [rxpain2] = '3' or [rxpain2] = '4' or [rxpain2] = '5' or [rxpain2] = '6' or [rxpain2] = '7' or [rxpain2] = '8' or [rxsleep2] = '3' or [rxsleep2] = '4' or [rxsleep2] = '5' or [rxsleep2] = '6' or [rxsleep2] = '7' or [rxsleep2] = '8' or [rxstimulants2] = '3' or [rxstimulants2] = '4' or [rxstimulants2] = '5' or [rxstimulants2] = '6' or [rxstimulants2] = '7' or [rxstimulants2] = '8' or [rxother2] = '3' or [rxother2] = '4' or [rxother2] = '5' or [rxother2] = '6' or [rxother2] = '7' or [rxother2] = '8',,,,,,
timestamp2,parentcaregiver_baseline_form,,text,,,,,,,,,,,,,,@NOW @HIDDEN
